parameterWaterBodyCategory,observedPropertyDeterminandCode,procedureAnalysedFraction,procedureAnalysedMedia,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,resultMeanValue,waterBodyIdentifier,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,VenueCount,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,11.2417,FRGR0130,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.059271828,FRGR0133A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3161-01-1,total,water,mg{N}/L,2009,2009-01--2009-12,0.7125,FRGR0126C,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.11035,FRDR78B,None,,,,0,,,,,,,,,,,,,,,
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2009,2009-01--2009-12,2.499112332,FRER69C,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3161-01-1,total,water,mg{N}/L,2009,2009-01--2009-12,1,FRER10807,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.0326316,FRER10807,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3164-08-7,total,water,{massRatio},2009,2009-01--2009-12,11.5331,FRER68A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14797-65-0,total,water,mg{NO2}/L,2009,2009-01--2009-12,0.024990775,FRER68A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3164-07-6,total,water,{massRatio},2009,2009-01--2009-12,17.6791,FRER68A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.05557,FRER68A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,CAS_14798-03-9,total,water,mg{NH4}/L,2009,2009-01--2009-12,0.0634984,FI35_132_Y01,Finland,18.14854727,14.17718214,2147000,0,18927,0.000387043,0,21.00745722,2.53E+11,35.88,9.24,1.7,13.13,37.83,1.45,0,0.73,0,28.12
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,6.3095,FI16_001_001,Finland,18.14854727,14.17718214,2147000,0,18927,0.000387043,0,21.00745722,2.53E+11,35.88,9.24,1.7,13.13,37.83,1.45,0,0.73,0,28.12
RW,CAS_14265-44-2,total,water,mg{P}/L,2009,2009-01--2009-12,0.0033,FI04_662_Y01,Finland,18.14854727,14.17718214,2147000,0,18927,0.000387043,0,21.00745722,2.53E+11,35.88,9.24,1.7,13.13,37.83,1.45,0,0.73,0,28.12
RW,EEA_3121-01-5,total,water,Cel,2009,2009-01--2009-12,5.025,FI04_662_Y01,Finland,18.14854727,14.17718214,2147000,0,18927,0.000387043,0,21.00745722,2.53E+11,35.88,9.24,1.7,13.13,37.83,1.45,0,0.73,0,28.12
RW,EEA_3151-01-7,total,water,mmol/L,2009,2009-06--2009-08,0.085,FI04_662_Y01,Finland,18.14854727,14.17718214,2147000,0,18927,0.000387043,0,21.00745722,2.53E+11,35.88,9.24,1.7,13.13,37.83,1.45,0,0.73,0,28.12
RW,EEA_3133-03-7,total,water,mg{O2}/L,2009,2009-01--2009-12,1.6667,ES11020,Spain,93.67719744,15.04788408,50941692,0,-40055.25,0.729193518,87.15892368,4.363288335,1.46E+12,49,8,3,14,15,9,0,2,0,16.84
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,0.08,UKSC020558,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,10.6744,UKSC020317,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,5.3458,UKSC020130,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,4.5392,UKSC020547,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,5.6717,UKSC020595,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,4.11,UKSC023264,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,1.7033,UKSC010757,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,0.045,UKSC020446,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,0.1453,UKSC023000,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,1.2675,UKSC020305,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,0.2,UKSC020165,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,0.06,UKSC020547,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3164-07-6,total,water,{massRatio},2012,2012-01--2012-12,31.5215,LT200104103,Lithuania,44.72307577,17.62253776,1538269,0,-38764.875,0,11.09062195,12.93829042,45735444769,40.4,8.65,2.75,44.05,10.05,10.15,0,0.6,0,22.92
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,1.8233,UKSC004402,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,1.7888,UKSC006300,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,12.0664,UKSC020099,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14797-55-8,total,water,mg{NO3}/L,2012,2012-01--2012-12,11.13023059,LT420100014,Lithuania,44.72307577,17.62253776,1538269,0,-38764.875,0,11.09062195,12.93829042,45735444769,40.4,8.65,2.75,44.05,10.05,10.15,0,0.6,0,22.92
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,1.3354,UKSC003700,None,,,,0,,,,,,,,,,,,,,,
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,8.4642,UKSC020642,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,9.9917,UKSC023106,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,6.5583,UKSC023096,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,8.145,UKSC023032,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,2.9433,UKSC023346,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,3.925,UKSC023332,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,4.1833,UKSC023293,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,5.1583,UKSC023265,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,4.2175,UKSC023232,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,7.3542,UKSC023165,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,7.0917,UKSC023155,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,2.6342,UKSC005200,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,1.0689,UKSC010758,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,1.9267,UKSC010642,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,1.3115,UKSC006830,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,1.7217,UKSC003806,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,0.4069,UKSC005809,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,0.5848,UKSC006535,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,1.2841,UKSC006800,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,10.0358,UKSC023043,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,4.8458,UKSC023326,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,5.2683,UKSC023347,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3152-01-0,total,water,[pH],2012,2012-01--2012-12,8.04167,LT800120102,Lithuania,44.72307577,17.62253776,1538269,0,-38764.875,0,11.09062195,12.93829042,45735444769,40.4,8.65,2.75,44.05,10.05,10.15,0,0.6,0,22.92
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,0.3983,UKSC005701,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,9.1467,UKSC005603,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,8.0475,UKSC005950,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,6.0058,UKSC020093,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,5.6773,UKSC023634,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,2.8308,UKSC020542,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,15.4917,UKSC020036,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,4.6692,UKSC023315,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-05-5,total,water,mg{N}/L,2012,2012-01--2012-12,2.562,LT420100014,Lithuania,44.72307577,17.62253776,1538269,0,-38764.875,0,11.09062195,12.93829042,45735444769,40.4,8.65,2.75,44.05,10.05,10.15,0,0.6,0,22.92
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,3.8392,UKSC023188,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,0.0834,UKSC006502,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,2.9883,UKSC023295,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,13.7083,UKSC023221,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,4.7442,UKSC023224,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,9.6233,UKSC023215,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,3.7992,UKSC020095,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,6.2208,UKSC005200,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,4.2458,UKSC005287,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,8.5,UKSC010546,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,15.9744,UKSC010491,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,7.8656,UKSC010645,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,CAS_14265-44-2,total,water,mg{P}/L,2008,2008-01--2008-12,0.1972,UKSC003100,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,3.4,UKSC023282,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,3.1275,UKSC023294,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,7.8142,UKSC023171,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,5.0109,UKSC020532,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,6.1317,UKSC006844,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,10.7358,UKSC005215,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,4.9142,UKSC005236,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,0.4583,UKSC020637,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,2.9225,UKSC023032,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,4.1567,UKSC023265,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_31615-01-7,total,water,mg{N}/L,2006,2006-01--2006-12,1.4055,UKSC010491,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3133-06-0,total,water,mg{C}/L,2008,2008-01--2008-12,10.0922,UKSC010562,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,2.1867,UKSC003801,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,0.778,UKSC006832,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,7.485,UKSC006000,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,3.3535,UKSC006107,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,0.075,UKSC006828,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,0.5202,UKSC006838,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,2.1727,UKSC006806,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
RW,EEA_3161-02-2,total,water,mg{N}/L,2006,2006-01--2006-12,1.5222,UKSC010062,United Kingdom,274.7089819,26.63751077,25867961,0,325435.125,0.032407019,0,1.728675496,2.76E+12,16.7,2.2,3.5,28.2,18.9,20.2,0,7.6,2.7,27.25
